Group	Species
chlorophyta	Ostreobium_quekettii
chlorophyta	Ostreococcus_lucimarinus
chlorophyta	Ostreococcus_tauri
chlorophyta	Parachlorella_kessleri
chlorophyta	Pleodorina_starrii
chlorophyta	Prasinoderma_coloniale
chlorophyta	Pseudoscourfieldia_marina
chlorophyta	Pycnococcus_provasolii
chlorophyta	Raphidocelis_subcapitata
chlorophyta	Sanguina_aurantia
chlorophyta	Symbiochloris_irregularis
chlorophyta	Tetrabaena_socialis
chlorophyta	Tetradesmus_obliquus
chlorophyta	Ulva_prolifera
chlorophyta	Volvox_africanus
chlorophyta	Volvox_carteri
chlorophyta	Volvox_reticuliferus
lycophytes	Diphasiastrum_complanatum
lycophytes	Huperzia_asiatica
lycophytes	Isoetes_sinensis
lycophytes	Selaginella_kraussiana
lycophytes	Selaginella_moellendorffii
gymnosperms	Cycas_panzhihuaensis
gymnosperms	Cryptomeria_japonica
gymnosperms	Gnetum_montanum
gymnosperms	Pinus_longaeva
gymnosperms	Pinus_taeda
gymnosperms	Sequoia_sempervirens
gymnosperms	Taxus_chinensis
gymnosperms	Taxus_wallichiana
gymnosperms	Thuja_plicata
gymnosperms	Torreya_grandis
gymnosperms	Welwitschia_mirabilis
angiosperms	Amborella_trichopoda
angiosperms	Ancistrocladus_abbreviatus
angiosperms	Aristolochia_californica
angiosperms	Aristolochia_fimbriata
angiosperms	Asimina_triloba
angiosperms	Chloranthus_sessilifolius
angiosperms	Kingdonia_uniflora
angiosperms	Magnolia_sinica
angiosperms	Piper_nigrum
angiosperms	Schisandra_chinensis
angiosperms	Tasmannia_lanceolata
angiosperms	Acorus_calamus
angiosperms	Acorus_gramineus
angiosperms	Allium_cepa
angiosperms	Allium_fistulosum
angiosperms	Alopecurus_aequalis
angiosperms	Ampelocalamus_luodianensis
angiosperms	Ananas_comosus
angiosperms	Apostasia_shenzhenica
angiosperms	Asparagus_officinalis
angiosperms	Asparagus_setaceus
angiosperms	Bambusa_tulda
angiosperms	Bonia_amplexicaulis
angiosperms	Brachypodium_distachyon
angiosperms	Canna_indica
angiosperms	Carex_littledalei
angiosperms	Carex_rostrata
angiosperms	Curcuma_longa
angiosperms	Dendrobium_catenatum
angiosperms	Dendrobium_chrysotoxum
angiosperms	Dendrobium_nobile
angiosperms	Dendrobium_thyrsiflorum
angiosperms	Dendrocalamus_sinicus
angiosperms	Dichanthelium_oligosanthes
angiosperms	Digitaria_exilis
angiosperms	Dioscorea_cayenensis
angiosperms	Dioscorea_sansibarensis
angiosperms	Dioscorea_zingiberensis
angiosperms	Elaeis_guineensis
angiosperms	Eleusine_coracana
angiosperms	Ensete_ventricosum
angiosperms	Eragrostis_curvula
angiosperms	Festuca_glaucescens
angiosperms	Guadua_angustifolia
angiosperms	Hordeum_erectifolium
angiosperms	Hordeum_vulgare
angiosperms	Hsuehochloa_calcarea
angiosperms	Juncus_effusus
angiosperms	Lolium_multiflorum
angiosperms	Lolium_perenne
angiosperms	Lolium_rigidum
angiosperms	Melocanna_baccifera
angiosperms	Miscanthus_floridulus
angiosperms	Miscanthus_lutarioriparius
angiosperms	Musa_acuminata
angiosperms	Musa_balbisiana
angiosperms	Musa_banksii
angiosperms	Musa_textilis
angiosperms	Musa_troglodytarum
angiosperms	Olyra_latifolia
angiosperms	Oryza_brachyantha
angiosperms	Oryza_glaberrima
angiosperms	Oryza_sativa
angiosperms	Otatea_glauca
angiosperms	Panicum_hallii
angiosperms	Panicum_virgatum
angiosperms	Phalaenopsis_equestris
angiosperms	Phoenix_dactylifera
angiosperms	Phragmites_australis
angiosperms	Phyllostachys_edulis
angiosperms	Platanthera_guangdongensis
angiosperms	Platanthera_zijinensis
angiosperms	Puccinellia_chinampoensis
angiosperms	Raddia_guianensis
angiosperms	Rhipidocladum_racemiflorum
angiosperms	Rhynchospora_breviuscula
angiosperms	Rhynchospora_pubera
angiosperms	Rhynchospora_tenuis
angiosperms	Setaria_italica
angiosperms	Setaria_viridis
angiosperms	Sorghum_bicolor
angiosperms	Sphenostylis_stenocarpa
angiosperms	Spirodela_intermedia
angiosperms	Typha_angustifolia
angiosperms	Typha_latifolia
angiosperms	Triticum_aestivum
angiosperms	Triticum_dicoccoides
angiosperms	Triticum_urartu
angiosperms	Wolffia_australiana
angiosperms	Zea_mays
angiosperms	Zingiber_officinale
angiosperms	Zizania_palustris
angiosperms	Zoysia_sinica
angiosperms	Abeliophyllum_distichum
angiosperms	Abrus_precatorius
angiosperms	Acacia_confusa
angiosperms	Acacia_crassicarpa
angiosperms	Acacia_pycnantha
angiosperms	Acer_negundo
angiosperms	Acer_pseudosieboldianum
angiosperms	Acer_saccharum
angiosperms	Acer_truncatum
angiosperms	Acer_yangbiense
angiosperms	Actinidia_arguta
angiosperms	Actinidia_chinensis
angiosperms	Actinidia_cylindrica
angiosperms	Actinidia_deliciosa
angiosperms	Actinidia_eriantha
angiosperms	Actinidia_hemsleyana
angiosperms	Actinidia_latifolia
angiosperms	Actinidia_macrosperma
angiosperms	Actinidia_polygama
angiosperms	Actinidia_rufa
angiosperms	Actinidia_zhejiangensis
angiosperms	Aegilops_comosa
angiosperms	Aegilops_geniculata
angiosperms	Aegilops_speltoides
angiosperms	Aegilops_tauschii
angiosperms	Ageratina_adenophora
angiosperms	Ajuga_decumbens
angiosperms	Akebia_trifoliata
angiosperms	Albizia_julibrissin
angiosperms	Alnus_glutinosa
angiosperms	Amaranthus_hypochondriacus
angiosperms	Amaranthus_tricolor
angiosperms	Amblyopyrum_muticum
angiosperms	Ambrosia_artemisiifolia
angiosperms	Andrographis_paniculata
angiosperms	Androsace_septentrionalis
angiosperms	Androsace_vitaliana
angiosperms	Androsace_wulfeniana
angiosperms	Angophora_floribunda
angiosperms	Anisodus_acutangulus
angiosperms	Anisodus_tanguticus
angiosperms	Antiaris_toxicaria
angiosperms	Antirrhinum_hispanicum
angiosperms	Antirrhinum_majus
angiosperms	Apios_americana
angiosperms	Apios_priceana
angiosperms	Apium_graveolens
angiosperms	Apocynum_pictum
angiosperms	Aquilegia_coerulea
angiosperms	Arabidopsis_arenicola
angiosperms	Arabidopsis_arenosa
angiosperms	Arabidopsis_halleri
angiosperms	Arabidopsis_lyrata
angiosperms	Arabidopsis_suecica
angiosperms	Arabidopsis_thaliana
angiosperms	Arabidopsis_thaliana_x_Arabidopsis_arenosa
angiosperms	Arabis_caerulea
angiosperms	Arabis_ciliata
angiosperms	Arachis_duranensis
angiosperms	Arachis_hypogaea
angiosperms	Arachis_ipaensis
angiosperms	Arachis_stenosperma
angiosperms	Arctium_lappa
angiosperms	Argentina_anserina
angiosperms	Aristida_adscensionis
angiosperms	Asclepias_curassavica
angiosperms	Asclepias_syriaca
angiosperms	Atropa_belladonna
angiosperms	Bauhinia_variegata
angiosperms	Benincasa_hispida
angiosperms	Bertholletia_excelsa
angiosperms	Beta_vulgaris
angiosperms	Biancaea_sappan
angiosperms	Bidens_hawaiensis
angiosperms	Bienertia_sinuspersici
angiosperms	Brassica_carinata
angiosperms	Brassica_cretica
angiosperms	Brassica_napus
angiosperms	Brassica_oleracea
angiosperms	Brassica_rapa
angiosperms	Buddleja_alternifolia
angiosperms	Cajanus_cajan
angiosperms	Camelina_sativa
angiosperms	Camellia_fascicularis
angiosperms	Camellia_lanceoleosa
angiosperms	Camellia_sinensis
angiosperms	Camellia_sinensis_var._sinensis
angiosperms	Canavalia_gladiata
angiosperms	Cannabis_sativa
angiosperms	Capsella_rubella
angiosperms	Capsicum_annuum
angiosperms	Capsicum_chacoense
angiosperms	Capsicum_galapagoense
angiosperms	Cardamine_amara
angiosperms	Cardamine_hirsuta
angiosperms	Cardamine_resedifolia
angiosperms	Carica_papaya
angiosperms	Carnegiea_gigantea
angiosperms	Carpinus_fangiana
angiosperms	Carya_illinoinensis
angiosperms	Castanea_dentata
angiosperms	Castanea_mollissima
angiosperms	Castanea_sativa
angiosperms	Castilleja_foliolosa
angiosperms	Centaurea_solstitialis
angiosperms	Cephalotus_follicularis
angiosperms	Ceratopteris_richardii
angiosperms	Chenopodium_album
angiosperms	Chenopodium_quinoa
angiosperms	Cichorium_intybus
angiosperms	Cinchona_calisaya
angiosperms	Cinnamomum_camphora
angiosperms	Cinnamomum_chago
angiosperms	Cinnamomum_kanehirae
angiosperms	Cinnamomum_micranthum
angiosperms	Citrus_sinensis
angiosperms	Citrus_x_aurantiifolia
angiosperms	Citrus_x_changshan-huyou
angiosperms	Citrus_x_changshanhuyou
angiosperms	Citrus_x_clementina
angiosperms	Coffea_arabica
angiosperms	Coffea_eugenioides
angiosperms	Coptis_chinensis
angiosperms	Corchorus_capsularis
angiosperms	Corchorus_olitorius
angiosperms	Cornus_florida
angiosperms	Corylus_avellana
angiosperms	Corymbia_citriodora
angiosperms	Craigia_yunnanensis
angiosperms	Crotalaria_pallida
angiosperms	Cucumis_melo
angiosperms	Cucumis_sativus
angiosperms	Cucurbita_argyrosperma
angiosperms	Cucurbita_maxima
angiosperms	Cucurbita_moschata
angiosperms	Cucurbita_pepo
angiosperms	Cuscuta_australis
angiosperms	Cuscuta_europaea
angiosperms	Cynara_cardunculus
angiosperms	Datura_stramonium
angiosperms	Daucus_carota
angiosperms	Deinandra_increscens
angiosperms	Delonix_regia
angiosperms	Dillenia_turbinata
angiosperms	Dionaea_muscipula
angiosperms	Diospyros_lotus
angiosperms	Diplodiscus_trichospermus
angiosperms	Dipteronia_dyeriana
angiosperms	Dipteronia_sinensis
angiosperms	Dorcoceras_hygrometricum
angiosperms	Dovyalis_caffra
angiosperms	Drosera_capensis
angiosperms	Drosera_rotundifolia
angiosperms	Durio_zibethinus
angiosperms	Erigeron_canadensis
angiosperms	Eruca_vesicaria
angiosperms	Erythranthe_guttata
angiosperms	Erythranthe_nasuta
angiosperms	Erythranthe_tilingii
angiosperms	Erythroxylum_novogranatense
angiosperms	Escallonia_herrerae
angiosperms	Escallonia_rubra
angiosperms	Eucalyptus_globulus
angiosperms	Eucalyptus_grandis
angiosperms	Euphorbia_lathyris
angiosperms	Euphorbia_peplus
angiosperms	Eutrema_salsugineum
angiosperms	Fagus_crenata
angiosperms	Flemingia_macrophylla
angiosperms	Forsythia_ovata
angiosperms	Fragaria_vesca
angiosperms	Fraxinus_pennsylvanica
angiosperms	Gastrolobium_bilobum
angiosperms	Genlisea_aurea
angiosperms	Gleditsia_sinensis
angiosperms	Glycine_max
angiosperms	Glycine_soja
angiosperms	Gossypium_arboreum
angiosperms	Gossypium_aridum
angiosperms	Gossypium_armourianum
angiosperms	Gossypium_australe
angiosperms	Gossypium_darwinii
angiosperms	Gossypium_davidsonii
angiosperms	Gossypium_gossypioides
angiosperms	Gossypium_harknessii
angiosperms	Gossypium_hirsutum
angiosperms	Gossypium_klotzschianum
angiosperms	Gossypium_laxum
angiosperms	Gossypium_lobatum
angiosperms	Gossypium_raimondii
angiosperms	Gossypium_schwendimanii
angiosperms	Gossypium_stocksii
angiosperms	Gossypium_trilobum
angiosperms	Gypsophila_vaccaria
angiosperms	Handroanthus_impetiginosus
angiosperms	Helianthus_annuus
angiosperms	Helianthus_anomalus
angiosperms	Helianthus_debilis
angiosperms	Heliosperma_pusillum
angiosperms	Henckelia_pumila
angiosperms	Heracleum_sosnowskyi
angiosperms	Herrania_umbratica
angiosperms	Hevea_brasiliensis
angiosperms	Hibiscus_cannabinus
angiosperms	Hibiscus_sabdariffa
angiosperms	Hibiscus_syriacus
angiosperms	Hibiscus_trionum
angiosperms	Hottonia_inflata
angiosperms	Hottonia_palustris
angiosperms	Humulus_lupulus
angiosperms	Ilex_paraguariensis
angiosperms	Impatiens_glandulifera
angiosperms	Ipomoea_nil
angiosperms	Ipomoea_triloba
angiosperms	Iris_pallida
angiosperms	Jatropha_curcas
angiosperms	Juglans_microcarpa
angiosperms	Juglans_microcarpa_x_Juglans_regia
angiosperms	Juglans_regia
angiosperms	Kalanchoe_gracilipes
angiosperms	Lactuca_saligna
angiosperms	Lactuca_sativa
angiosperms	Lactuca_serriola
angiosperms	Lactuca_virosa
angiosperms	Lathyrus_oleraceus
angiosperms	Lathyrus_sativus
angiosperms	Leucaena_leucocephala
angiosperms	Linum_grandiflorum
angiosperms	Linum_perenne
angiosperms	Linum_tenue
angiosperms	Linum_trigynum
angiosperms	Liquidambar_formosana
angiosperms	Lithocarpus_litseifolius
angiosperms	Lithospermum_erythrorhizon
angiosperms	Lonicera_macranthoides
angiosperms	Lotus_japonicus
angiosperms	Lupinus_albus
angiosperms	Lupinus_angustifolius
angiosperms	Lupinus_luteus
angiosperms	Lycium_barbarum
angiosperms	Lycium_ferocissimum
angiosperms	Macadamia_integrifolia
angiosperms	Macleaya_cordata
angiosperms	Malania_oleifera
angiosperms	Malus_domestica
angiosperms	Malus_sylvestris
angiosperms	Mangifera_indica
angiosperms	Manihot_esculenta
angiosperms	Medicago_truncatula
angiosperms	Melastoma_candidum
angiosperms	Melia_azedarach
angiosperms	Mercurialis_annua
angiosperms	Microthlaspi_erraticum
angiosperms	Mikania_cordata
angiosperms	Mikania_micrantha
angiosperms	Mimosa_bimucronata
angiosperms	Momordica_charantia
angiosperms	Morella_rubra
angiosperms	Morus_notabilis
angiosperms	Myrothamnus_flabellifolius
angiosperms	Neltuma_alba
angiosperms	Nelumbo_nucifera
angiosperms	Nepenthes_gracilis
angiosperms	Nicotiana_attenuata
angiosperms	Nicotiana_benthamiana
angiosperms	Nicotiana_sylvestris
angiosperms	Nicotiana_tabacum
angiosperms	Nicotiana_tomentosiformis
angiosperms	Noccaea_brachypetala
angiosperms	Noccaea_rotundifolia
angiosperms	Nymphaea_colorata
angiosperms	Nymphaea_thermarum
angiosperms	Nyssa_sinensis
angiosperms	Oldenlandia_corymbosa
angiosperms	Olea_europaea
angiosperms	Orobanche_gracilis
angiosperms	Orobanche_minor
angiosperms	Oxalis_oulophora
angiosperms	Papaver_armeniacum
angiosperms	Papaver_atlanticum
angiosperms	Papaver_bracteatum
angiosperms	Papaver_californicum
angiosperms	Papaver_nudicaule
angiosperms	Papaver_somniferum
angiosperms	Parasponia_andersonii
angiosperms	Penstemon_davidsonii
angiosperms	Penstemon_smallii
angiosperms	Persea_americana
angiosperms	Petunia_x_hybrida
angiosperms	Phaseolus_coccineus
angiosperms	Phaseolus_vulgaris
angiosperms	Phlomoides_rotata
angiosperms	Phtheirospermum_japonicum
angiosperms	Pistacia_atlantica
angiosperms	Pistacia_integerrima
angiosperms	Pistacia_vera
angiosperms	Pisum_sativum
angiosperms	Plectranthus_ornatus
angiosperms	Populus_alba
angiosperms	Populus_alba_x_Populus_x_berolinensis
angiosperms	Populus_euphratica
angiosperms	Populus_nigra
angiosperms	Populus_tomentosa
angiosperms	Populus_trichocarpa
angiosperms	Populus_x_canadensis
angiosperms	Primulina_eburnea
angiosperms	Primulina_huaijiensis
angiosperms	Primulina_tabacum
angiosperms	Prosopis_cineraria
angiosperms	Protea_cynaroides
angiosperms	Prunus_avium
angiosperms	Prunus_brigantina
angiosperms	Prunus_campanulata
angiosperms	Prunus_dulcis
angiosperms	Prunus_mume
angiosperms	Prunus_persica
angiosperms	Prunus_speciosa
angiosperms	Psophocarpus_tetragonolobus
angiosperms	Pterospermum_kingtungense
angiosperms	Punica_granatum
angiosperms	Pyrus_communis
angiosperms	Pyrus_ussuriensis
angiosperms	Pyrus_ussuriensis_x_Pyrus_communis
angiosperms	Pyrus_x_bretschneideri
angiosperms	Quercus_lobata
angiosperms	Quercus_robur
angiosperms	Quercus_rubra
angiosperms	Quercus_suber
angiosperms	Quillaja_saponaria
angiosperms	Ranunculus_cassubicifolius
angiosperms	Raphanus_sativus
angiosperms	Reevesia_pubescens
angiosperms	Rehmannia_glutinosa
angiosperms	Rhamnella_rubrinervis
angiosperms	Rhodamnia_argentea
angiosperms	Rhodiola_kirilowii
angiosperms	Rhododendron_griersonianum
angiosperms	Rhododendron_molle
angiosperms	Rhododendron_vialii
angiosperms	Rhododendron_williamsianum
angiosperms	Ricinus_communis
angiosperms	Rosa_chinensis
angiosperms	Rosa_luciae_x_Rosa_x_odorata
angiosperms	Rosa_rugosa
angiosperms	Rosa_sericea
angiosperms	Rubroshorea_leprosula
angiosperms	Rubus_argutus
angiosperms	Rumex_salicifolius
angiosperms	Rutidosis_leptorrhynchoides
angiosperms	Salix_koriyanagi
angiosperms	Salix_suchowensis
angiosperms	Salix_udensis
angiosperms	Salvia_divinorum
angiosperms	Salvia_hispanica
angiosperms	Salvia_miltiorrhiza
angiosperms	Salvia_splendens
angiosperms	Saponaria_officinalis
angiosperms	Sarracenia_purpurea
angiosperms	Senna_tora
angiosperms	Sesamum_alatum
angiosperms	Sesamum_angolense
angiosperms	Sesamum_angustifolium
angiosperms	Sesamum_calycinum
angiosperms	Sesamum_indicum
angiosperms	Sesamum_latifolium
angiosperms	Sesamum_radiatum
angiosperms	Sesbania_bispinosa
angiosperms	Shorea_laevis
angiosperms	Silene_latifolia
angiosperms	Sinapis_alba
angiosperms	Smallanthus_sonchifolius
angiosperms	Solanum_bulbocastanum
angiosperms	Solanum_commersonii
angiosperms	Solanum_demissum
angiosperms	Solanum_dulcamara
angiosperms	Solanum_lycopersicum
angiosperms	Solanum_melongena
angiosperms	Solanum_pennellii
angiosperms	Solanum_pinnatisectum
angiosperms	Solanum_stenotomum
angiosperms	Solanum_stoloniferum
angiosperms	Solanum_tuberosum
angiosperms	Solanum_verrucosum
angiosperms	Spatholobus_suberectus
angiosperms	Spinacia_oleracea
angiosperms	Stemona_tuberosa
angiosperms	Stephania_cephalantha
angiosperms	Stephania_japonica
angiosperms	Stephania_yunnanensis
angiosperms	Stipagrostis_hirtigluma
angiosperms	Striga_asiatica
angiosperms	Striga_hermonthica
angiosperms	Stylosanthes_scabra
angiosperms	Syzygium_grande
angiosperms	Syzygium_oleosum
angiosperms	Tagetes_erecta
angiosperms	Tanacetum_coccineum
angiosperms	Taraxacum_koksaghyz
angiosperms	Tarenaya_hassleriana
angiosperms	Telopea_speciosissima
angiosperms	Tetracentron_sinense
angiosperms	Tetrastigma_harmandii
angiosperms	Tetrastigma_loheri
angiosperms	Tetrastigma_magnum
angiosperms	Tetrastigma_scariosum
angiosperms	Tetrastigma_voinierianum
angiosperms	Thalictrum_thalictroides
angiosperms	Theobroma_cacao
angiosperms	Thlaspi_arvense
angiosperms	Trapa_natans
angiosperms	Trema_orientale
angiosperms	Trifolium_medium
angiosperms	Trifolium_pratense
angiosperms	Trifolium_repens
angiosperms	Tripterygium_wilfordii
angiosperms	Turnera_subulata
angiosperms	Ulmus_minor
angiosperms	Urochloa_decumbens
angiosperms	Urochloa_humidicola
angiosperms	Utricularia_aurea
angiosperms	Vaccinium_darrowii
angiosperms	Vicia_faba
angiosperms	Vicia_villosa
angiosperms	Victoria_cruziana
angiosperms	Vigna_angularis
angiosperms	Vigna_mungo
angiosperms	Vigna_radiata
angiosperms	Vigna_umbellata
angiosperms	Vigna_unguiculata
angiosperms	Vitis_riparia
angiosperms	Vitis_vinifera
angiosperms	Warburgia_ugandensis
angiosperms	Withania_somnifera
angiosperms	Xanthoceras_sorbifolium
angiosperms	Ziziphus_jujuba
angiosperms	Zostera_marina
angiosperms	Cicer_arietinum
angiosperms	Tillandsia_fasciculata
angiosperms	Tillandsia_leiboldiana
pteridophyte	Adiantum_capillusveneris
pteridophyte	Alsophila_spinulosa
bryophytes	Niphotrichum_japonicum
Chryptisa	Guillardia_theta_CCMP2712
Chryptisa	Baffinella_frigidus
Fungi	Candidozyma_auris
Fungi	Pichia_kudriavzevii
Fungi	Lodderomyces_elongisporus
Fungi	Candida_dubliniensis_CD36
Fungi	Yamadazyma_tenuis
Fungi	Saccharomyces_kudriavzevii_IFO_1802
Fungi	Rhodotorula_sphaerocarpa
Fungi	Saccharomyces_mikatae_IFO_1815
Fungi	Kwoniella_botswanensis
Fungi	Sugiyamaella_lignohabitans
Fungi	Schizosaccharomyces_osmophilus
Fungi	Malassezia_nana
Fungi	Malassezia_arunalokei
Fungi	Malassezia_japonica
Fungi	Malassezia_vespertilionis
Fungi	Emydomyces_testavorans
Fungi	Remersonia_thermophila
Fungi	Kwoniella_bestiolae_CBS_10118
Fungi	Cryptococcus_depauperatus_CBS_7841
Fungi	Kwoniella_dejecticola_CBS_10117
Fungi	Kwoniella_shivajii
Fungi	Kwoniella_dendrophila_CBS_6074
Fungi	Kwoniella_pini_CBS_10737
Fungi	Kwoniella_shandongensis
Fungi	Eremothecium_sinecaudum
Fungi	Torulaspora_globosa
Fungi	Parajaminaea_phylloscopi
Fungi	Sympodiomycopsis_kandeliae
Fungi	Brettanomyces_nanus
Fungi	Cutaneotrichosporon_cavernicola
Fungi	Lodderomyces_beijingensis
Fungi	Malassezia_brasiliensis
Fungi	Rhodosporidiobolus_nylandii
Fungi	Malassezia_obtusa
Fungi	Malassezia_cuniculi
Fungi	Malassezia_psittaci
Fungi	Malassezia_yamatoensis
Fungi	Malassezia_caprae
Fungi	Savitreella_phatthalungensis
Fungi	Saccharomyces_cerevisiae_S288C
Fungi	Fusarium_oxysporum_Fo47
Fungi	Aspergillus_flavus
Fungi	Yarrowia_lipolytica
Fungi	Botrytis_cinerea_B05.10
Fungi	Kluyveromyces_marxianus_DMKU3-1042
Fungi	Rhizoctonia_solani
Fungi	Trichoderma_atroviride
Fungi	Trichoderma_asperellum
Fungi	Kluyveromyces_lactis
Fungi	Talaromyces_marneffei
Fungi	Ustilaginoidea_virens
Fungi	Saccharomyces_uvarum
Fungi	Puccinia_triticina
Fungi	Penicillium_digitatum
Fungi	Thermothelomyces_thermophilus_ATCC_42464
Fungi	Aspergillus_luchuensis
Fungi	Coccidioides_posadasii_str._Silveira
Fungi	Hanseniaspora_uvarum
Fungi	Brettanomyces_bruxellensis
Fungi	Malassezia_restricta
Fungi	Cercospora_beticola
Fungi	Sordaria_macrospora
Fungi	Cryptococcus_bacillisporus_CA1280
Fungi	Histoplasma_ohiense
Fungi	Cordyceps_javanica
Fungi	Trichoderma_asperelloides
Fungi	Aspergillus_chevalieri
Fungi	Fusarium_culmorum
Fungi	Fusarium_acuminatum
Fungi	Diplodia_sapinea
Fungi	Epichloe_festucae_Fl1
Fungi	Eremothecium_gossypii_ATCC_10895
Fungi	Fusarium_sambucinum
Fungi	Diutina_catenulata
Fungi	Fusarium_falciforme
Fungi	Ascochyta_rabiei
Fungi	Metarhizium_brunneum
Fungi	Hirsutella_rhossiliensis
Fungi	Colletotrichum_lupini
Fungi	Colletotrichum_destructivum
Fungi	Cordyceps_cateniannulata
Fungi	Trichothecium_roseum
Fungi	Malassezia_furfur
Fungi	Hanseniaspora_vineae
Fungi	Monosporozyma_servazzii
Fungi	Fulvia_fulva
Fungi	Fusarium_solani-melongenae
Fungi	Aspergillus_puulaauensis
Fungi	Alternaria_dauci
Fungi	Purpureocillium_takamizusanense
Fungi	Venturia_effusa
Fungi	Cryptococcus_decagattii
Fungi	Hanseniaspora_guilliermondii
Fungi	Hanseniaspora_opuntiae
Fungi	Zygosaccharomyces_parabailii
Fungi	Ustilago_bromivora
Fungi	Kwoniella_europaea_PYCC6329
Fungi	Thermothielavioides_terrestris_NRRL_8126
Fungi	Rhynchosporium_graminicola
Fungi	Trichoderma_simmonsii
Fungi	Talaromyces_rugulosus
Fungi	Vanrija_pseudolonga
Fungi	Peltaster_fructicola
Fungi	Ascochyta_lentis
Fungi	Zygotorulaspora_mrakii
Fungi	Vairimorpha_necatrix
Fungi	Monosporozyma_unispora
Fungi	Pneumocystis_wakefieldiae
Fungi	Jaminaea_angkorensis_CBS_10918
Fungi	Kwoniella_fici
Fungi	Trichoderma_semiorbis
Fungi	Discula_destructiva
Fungi	Exobasidium_rhododendri
Fungi	Hypoxylon_texense
Fungi	Colletotrichum_jinshuiense
Fungi	Septoria_linicola
Fungi	Kwoniella_ovata
Fungi	Australozyma_saopauloensis
Fungi	[Candida]_anglica
Fungi	Acrodontium_crateriforme
Fungi	Hanseniaspora_osmophila
Fungi	[Ashbya]_aceris_(nom._inval.)
Fungi	Hanseniaspora_menglaensis
Fungi	Malassezia_equina
Fungi	Jaminaea_pallidilutea
Fungi	Saitoella_coloradoensis
Fungi	Nakaseomyces_glabratus
Fungi	Debaryomyces_hansenii_CBS767
Fungi	Zygosaccharomyces_rouxii
Fungi	Saccharomyces_paradoxus
Fungi	Naumovozyma_castellii
Fungi	Torulaspora_delbrueckii
Fungi	Lachancea_thermotolerans_CBS_6340
Fungi	Cryptococcus_deuterogattii_R265
Fungi	Kazachstania_africana_CBS_2517
Fungi	Sporisorium_graminicola
Fungi	Henningerozyma_blattae_CBS_6284
Fungi	Huiozyma_naganishii_CBS_8797
Fungi	Naumovozyma_dairenensis_CBS_421
Fungi	Schizosaccharomyces_pombe
Fungi	Candida_albicans_SC5314
Fungi	Cryptococcus_neoformans_H99
Fungi	Aspergillus_nidulans_FGSC_A4
Fungi	Komagataella_phaffii_GS115
Fungi	Saccharomyces_pastorianus
Fungi	Fusarium_fujikuroi_IMI_58289
Fungi	Cryptococcus_deneoformans_JEC21
Fungi	Rhizophagus_irregularis
Fungi	Cryptococcus_gattii_WM276
Fungi	Candida_orthopsilosis_Co_90-125
Fungi	Encephalitozoon_cuniculi_GB-M1
Fungi	Pyrrhoderma_noxium
Fungi	Pleurotus_cornucopiae
Fungi	Sporisorium_reilianum_f._sp._reilianum
Fungi	Encephalitozoon_intestinalis_ATCC_50506
Fungi	Sungouiella_intermedia
Fungi	Eremothecium_cymbalariae_DBVPG#7215
Fungi	Monilinia_vaccinii-corymbosi
Fungi	Somion_occarium
Fungi	Mycosarcoma_maydis
Fungi	Zymoseptoria_tritici_IPO323
Fungi	Komagataella_pastoris
Fungi	Ogataea_parapolymorpha_DL-1
Fungi	Hamiltosporidium_tvaerminnensis
Fungi	Kwoniella_mangroviensis_CBS_8507
Fungi	Kwoniella_newhampshirensis
Fungi	Lachancea_dasiensis
Fungi	Tetrapisispora_phaffii_CBS_4417
Fungi	Lachancea_nothofagi_CBS_11611
Fungi	Lachancea_meyersii_CBS_8951
Fungi	Podospora_pseudopauciseta
Fungi	Podospora_bellae-mahoneyi
Fungi	Lachancea_mirantina
Fungi	Aspergillus_fumigatus_Af293
Fungi	Neurospora_crassa_OR74A
Fungi	Fusarium_graminearum_PH-1
Fungi	Pyricularia_oryzae_70-15
Fungi	Aspergillus_oryzae_RIB40
Fungi	Fusarium_verticillioides_7600
Fungi	Penicillium_oxalicum
Fungi	Puccinia_striiformis_f._sp._tritici
Fungi	Monascus_purpureus
Fungi	Pyricularia_grisea
Fungi	Fusarium_pseudograminearum_CS3096
Fungi	Scheffersomyces_stipitis_CBS_6054
Fungi	Saccharomyces_eubayanus
Fungi	Pochonia_chlamydosporia_170
Fungi	Colletotrichum_higginsianum_IMI_349063
Fungi	Blumeria_graminis_f._sp._triticale
Fungi	Pyrenophora_tritici-repentis
Fungi	Fusarium_poae
Fungi	Erysiphe_necator
Fungi	Cladobotryum_mycophilum
Fungi	Akanthomyces_muscarius
Fungi	Saccharomycodes_ludwigii
Fungi	Drechmeria_coniospora
Fungi	Marasmius_oreades
Fungi	Psilocybe_cubensis
Fungi	Cryptococcus_tetragattii_IND107
Fungi	Encephalitozoon_hellem_ATCC_50504
Fungi	Trichoderma_breve
Fungi	Fusarium_musae
Fungi	Phlyctema_vagabunda
Fungi	Encephalitozoon_romaleae_SJ-2008
Fungi	Gaeumannomyces_hyphopodioides
Fungi	Lepraria_neglecta
Fungi	Gaeumannomyces_avenae
Fungi	Podospora_pseudoanserina
Fungi	Penicillium_psychrofluorescens
Fungi	Fusarium_keratoplasticum
Fungi	Podospora_pseudocomata
Fungi	Trichoderma_cornu-damae
Fungi	Pyricularia_pennisetigena
Fungi	Aspergillus_niger
Fungi	Verticillium_dahliae_VdLs.17
